      Step     Time          Energy          fmax
BFGS:    5 17:04:20     -120.530106        1.073546
BFGS:    6 17:04:20     -120.596687        1.305658
BFGS:    7 17:04:20     -120.734604        2.009096
BFGS:    8 17:04:20     -120.851784        1.094044
BFGS:    9 17:04:20     -120.895615        0.576258
BFGS:   10 17:04:20     -120.929115        0.738572
BFGS:   11 17:04:20     -121.040756        1.563568
BFGS:   12 17:04:20     -121.095642        1.570253
BFGS:   13 17:04:20     -121.155746        1.021796
BFGS:   14 17:04:21     -121.188713        0.529484
BFGS:   15 17:04:21     -121.208076        0.747609
BFGS:   16 17:04:21     -121.243492        0.989015
BFGS:   17 17:04:21     -121.275124        0.764789
BFGS:   18 17:04:21     -121.300133        0.623160
BFGS:   19 17:04:21     -121.314178        0.171564
BFGS:   20 17:04:21     -121.320312        0.189094
BFGS:   21 17:04:21     -121.325729        0.267442
BFGS:   22 17:04:21     -121.338058        0.321180
BFGS:   23 17:04:21     -121.343620        0.190679
BFGS:   24 17:04:21     -121.346130        0.100811
BFGS:   25 17:04:21     -121.348053        0.145429
BFGS:   26 17:04:22     -121.351013        0.229952
BFGS:   27 17:04:22     -121.354179        0.225096
BFGS:   28 17:04:22     -121.356415        0.121555
BFGS:   29 17:04:22     -121.357590        0.108872
BFGS:   30 17:04:22     -121.358582        0.085960
BFGS:   31 17:04:22     -121.359962        0.139472
BFGS:   32 17:04:22     -121.361679        0.155415
BFGS:   33 17:04:22     -121.363441        0.168333
BFGS:   34 17:04:22     -121.365051        0.155698
BFGS:   35 17:04:22     -121.366432        0.098172
BFGS:   36 17:04:22     -121.367287        0.103316
BFGS:   37 17:04:22     -121.368042        0.110840
BFGS:   38 17:04:22     -121.369026        0.152464
BFGS:   39 17:04:23     -121.370338        0.156004
BFGS:   40 17:04:23     -121.371887        0.113561
BFGS:   41 17:04:23     -121.373138        0.072636
BFGS:   42 17:04:23     -121.374100        0.083758
BFGS:   43 17:04:23     -121.375122        0.105047
BFGS:   44 17:04:23     -121.376671        0.148024
BFGS:   45 17:04:23     -121.378571        0.154955
BFGS:   46 17:04:23     -121.380112        0.091380
BFGS:   47 17:04:23     -121.380936        0.074267
BFGS:   48 17:04:23     -121.381401        0.102852
BFGS:   49 17:04:23     -121.381996        0.081597
BFGS:   50 17:04:23     -121.382843        0.063105
BFGS:   51 17:04:24     -121.384293        0.051000
BFGS:   52 17:04:24     -121.384712        0.057976
BFGS:   53 17:04:24     -121.385155        0.044656
      Step     Time          Energy          fmax
BFGS:    0 17:04:24     -120.286041        4.348420
BFGS:    1 17:04:24     -120.576836        2.450643
BFGS:    2 17:04:24     -120.853783        1.969156
BFGS:    3 17:04:24     -120.962151        2.007262
BFGS:    4 17:04:24     -121.118988        1.159345
BFGS:    5 17:04:24     -121.166275        0.783262
BFGS:    6 17:04:25     -121.212593        0.962404
BFGS:    7 17:04:25     -121.261330        0.915206
BFGS:    8 17:04:25     -121.280014        0.528082
BFGS:    9 17:04:25     -121.290794        0.332705
BFGS:   10 17:04:25     -121.306557        0.488750
BFGS:   11 17:04:25     -121.321777        0.582333
BFGS:   12 17:04:25     -121.334328        0.400104
BFGS:   13 17:04:25     -121.340851        0.178576
BFGS:   14 17:04:25     -121.345009        0.218887
BFGS:   15 17:04:25     -121.351212        0.461232
BFGS:   16 17:04:25     -121.360626        0.587937
BFGS:   17 17:04:25     -121.368927        0.416530
BFGS:   18 17:04:26     -121.372971        0.124940
BFGS:   19 17:04:26     -121.375191        0.093627
BFGS:   20 17:04:26     -121.377853        0.247592
BFGS:   21 17:04:26     -121.381882        0.351457
BFGS:   22 17:04:26     -121.386101        0.297485
BFGS:   23 17:04:26     -121.388954        0.110428
BFGS:   24 17:04:26     -121.390488        0.076568
BFGS:   25 17:04:26     -121.392067        0.178398
BFGS:   26 17:04:26     -121.394974        0.277161
BFGS:   27 17:04:26     -121.398628        0.268694
BFGS:   28 17:04:26     -121.401329        0.133635
BFGS:   29 17:04:26     -121.402954        0.145790
BFGS:   30 17:04:27     -121.403694        0.335046
BFGS:   31 17:04:27     -121.406471        0.232187
BFGS:   32 17:04:27     -121.410210        0.221969
BFGS:   33 17:04:27     -121.415207        0.380336
BFGS:   34 17:04:27     -121.419357        0.317988
BFGS:   35 17:04:27     -121.423546        0.381813
BFGS:   36 17:04:27     -121.426857        0.247404
BFGS:   37 17:04:27     -121.431595        0.181951
BFGS:   38 17:04:27     -121.436401        0.353071
BFGS:   39 17:04:27     -121.441544        0.136664
BFGS:   40 17:04:27     -121.444656        0.182472
BFGS:   41 17:04:27     -121.448257        0.140456
BFGS:   42 17:04:27     -121.452011        0.157384
BFGS:   43 17:04:28     -121.459160        0.178520
BFGS:   44 17:04:28     -121.462959        0.362620
BFGS:   45 17:04:28     -121.467651        0.261175
BFGS:   46 17:04:28     -121.470367        0.117204
BFGS:   47 17:04:28     -121.474663        0.295062
BFGS:   48 17:04:28     -121.477814        0.350204
BFGS:   49 17:04:28     -121.484497        0.393463
BFGS:   50 17:04:28     -121.490768        0.309821
BFGS:   51 17:04:28     -121.497643        0.237021
BFGS:   52 17:04:28     -121.501991        0.253114
BFGS:   53 17:04:28     -121.500511        0.550249
BFGS:   54 17:04:28     -121.507347        0.233861
BFGS:   55 17:04:29     -121.510551        0.295430
BFGS:   56 17:04:29     -121.522797        0.216984
BFGS:   57 17:04:29     -121.524467        0.090533
BFGS:   58 17:04:29     -121.527191        0.190310
BFGS:   59 17:04:29     -121.532082        0.340584
BFGS:   60 17:04:29     -121.537125        0.358644
BFGS:   61 17:04:29     -121.540604        0.238841
BFGS:   62 17:04:29     -121.542496        0.089931
BFGS:   63 17:04:29     -121.543816        0.105788
BFGS:   64 17:04:29     -121.545349        0.180889
BFGS:   65 17:04:29     -121.546982        0.187116
BFGS:   66 17:04:29     -121.548172        0.146503
BFGS:   67 17:04:30     -121.548828        0.072906
BFGS:   68 17:04:30     -121.549194        0.048456
      Step     Time          Energy          fmax
BFGS:    0 17:04:30     -125.167923        1.139956
BFGS:    1 17:04:30     -125.196289        0.319755
BFGS:    2 17:04:30     -125.210068        0.281820
BFGS:    3 17:04:30     -125.242439        0.658463
BFGS:    4 17:04:30     -125.255669        0.651473
BFGS:    5 17:04:31     -125.272148        0.342639
BFGS:    6 17:04:31     -125.279129        0.321947
BFGS:    7 17:04:31     -125.284782        0.267920
BFGS:    8 17:04:31     -125.288544        0.210254
BFGS:    9 17:04:31     -125.291817        0.208080
BFGS:   10 17:04:31     -125.296028        0.229105
BFGS:   11 17:04:31     -125.301239        0.333873
BFGS:   12 17:04:31     -125.307037        0.318591
BFGS:   13 17:04:31     -125.313560        0.300374
BFGS:   14 17:04:31     -125.320496        0.275893
BFGS:   15 17:04:31     -125.327698        0.366984
BFGS:   16 17:04:31     -125.338394        0.501933
BFGS:   17 17:04:32     -125.349449        0.399519
BFGS:   18 17:04:32     -125.353516        0.426310
BFGS:   19 17:04:32     -125.357368        0.433123
BFGS:   20 17:04:32     -125.361687        0.180055
BFGS:   21 17:04:32     -125.367371        0.214085
BFGS:   22 17:04:32     -125.373871        0.390728
BFGS:   23 17:04:32     -125.379860        0.404588
BFGS:   24 17:04:32     -125.386673        0.292615
BFGS:   25 17:04:32     -125.394089        0.215061
BFGS:   26 17:04:32     -125.401871        0.194423
BFGS:   27 17:04:32     -125.407585        0.190132
BFGS:   28 17:04:33     -125.411110        0.307844
BFGS:   29 17:04:33     -125.411774        0.312101
BFGS:   30 17:04:33     -125.415710        0.172421
BFGS:   31 17:04:33     -125.418457        0.160618
BFGS:   32 17:04:33     -125.423119        0.132263
BFGS:   33 17:04:33     -125.425179        0.117318
BFGS:   34 17:04:33     -125.427315        0.123602
BFGS:   35 17:04:33     -125.429230        0.134235
BFGS:   36 17:04:33     -125.433121        0.124824
BFGS:   37 17:04:33     -125.436356        0.115696
BFGS:   38 17:04:33     -125.439568        0.154597
BFGS:   39 17:04:33     -125.443581        0.202140
BFGS:   40 17:04:33     -125.450455        0.237029
BFGS:   41 17:04:34     -125.458664        0.202057
BFGS:   42 17:04:34     -125.466148        0.188342
BFGS:   43 17:04:34     -125.471779        0.130526
BFGS:   44 17:04:34     -125.475731        0.129462
BFGS:   45 17:04:34     -125.480019        0.224181
BFGS:   46 17:04:34     -125.484283        0.198420
BFGS:   47 17:04:34     -125.488243        0.244495
BFGS:   48 17:04:34     -125.491600        0.202594
BFGS:   49 17:04:34     -125.495193        0.213139
BFGS:   50 17:04:34     -125.499191        0.193416
BFGS:   51 17:04:34     -125.503059        0.142457
BFGS:   52 17:04:34     -125.505402        0.149249
BFGS:   53 17:04:35     -125.507111        0.174557
BFGS:   54 17:04:35     -125.508965        0.169185
BFGS:   55 17:04:35     -125.510757        0.136099
BFGS:   56 17:04:35     -125.512924        0.066817
BFGS:   57 17:04:35     -125.513687        0.078112
BFGS:   58 17:04:35     -125.514969        0.077289
BFGS:   59 17:04:35     -125.516121        0.092466
BFGS:   60 17:04:35     -125.517654        0.078132
BFGS:   61 17:04:35     -125.518700        0.050597
BFGS:   62 17:04:35     -125.519279        0.040175
      Step     Time          Energy          fmax
BFGS:    0 17:04:36     -124.661560        1.392619
BFGS:    1 17:04:36     -124.703613        0.548329
BFGS:    2 17:04:36     -124.742714        0.756488
BFGS:    3 17:04:36     -124.803032        0.815426
BFGS:    4 17:04:36     -124.832703        0.633184
BFGS:    5 17:04:36     -124.859459        0.608723
BFGS:    6 17:04:36     -124.892876        0.853968
BFGS:    7 17:04:36     -124.936707        1.040812
BFGS:    8 17:04:36     -124.984192        1.284613
BFGS:    9 17:04:36     -125.033394        1.162112
BFGS:   10 17:04:37     -125.101959        1.053620
BFGS:   11 17:04:37     -125.187698        1.240589
BFGS:   12 17:04:37     -125.167625        2.899988
BFGS:   13 17:04:37     -125.259079        0.893554
BFGS:   14 17:04:37     -125.277016        0.724008
BFGS:   15 17:04:37     -125.317520        0.765294
BFGS:   16 17:04:37     -125.347099        0.760867
BFGS:   17 17:04:37     -125.379784        0.675457
BFGS:   18 17:04:37     -125.402557        0.646525
BFGS:   19 17:04:37     -125.420227        0.648937
BFGS:   20 17:04:37     -125.438278        0.350287
BFGS:   21 17:04:37     -125.450760        0.484408
BFGS:   22 17:04:38     -125.462006        0.337118
BFGS:   23 17:04:38     -125.473801        0.474029
BFGS:   24 17:04:38     -125.486176        0.464682
BFGS:   25 17:04:38     -125.498474        0.545066
BFGS:   26 17:04:38     -125.507591        0.411193
BFGS:   27 17:04:38     -125.515038        0.266471
BFGS:   28 17:04:38     -125.521339        0.269645
BFGS:   29 17:04:38     -125.529366        0.427294
BFGS:   30 17:04:38     -125.540627        0.485140
BFGS:   31 17:04:38     -125.553970        0.435586
BFGS:   32 17:04:38     -125.565056        0.361415
BFGS:   33 17:04:38     -125.571983        0.219084
BFGS:   34 17:04:39     -125.578049        0.306900
BFGS:   35 17:04:39     -125.585243        0.324805
BFGS:   36 17:04:39     -125.593468        0.419656
BFGS:   37 17:04:39     -125.600258        0.355000
BFGS:   38 17:04:39     -125.604416        0.180549
BFGS:   39 17:04:39     -125.607315        0.192695
BFGS:   40 17:04:39     -125.610924        0.308602
BFGS:   41 17:04:39     -125.615860        0.334571
BFGS:   42 17:04:39     -125.620865        0.227074
BFGS:   43 17:04:39     -125.624916        0.181930
BFGS:   44 17:04:39     -125.628128        0.201563
BFGS:   45 17:04:39     -125.631012        0.240939
BFGS:   46 17:04:40     -125.635292        0.293702
BFGS:   47 17:04:40     -125.645142        0.295547
BFGS:   48 17:04:40     -125.650887        0.170077
BFGS:   49 17:04:40     -125.654686        0.095676
BFGS:   50 17:04:40     -125.656784        0.170595
BFGS:   51 17:04:40     -125.658997        0.139651
BFGS:   52 17:04:40     -125.662041        0.130551
BFGS:   53 17:04:40     -125.667709        0.111581
BFGS:   54 17:04:40     -125.669029        0.121586
BFGS:   55 17:04:40     -125.670258        0.086967
BFGS:   56 17:04:40     -125.671585        0.076623
BFGS:   57 17:04:40     -125.673286        0.098115
BFGS:   58 17:04:41     -125.674660        0.142342
BFGS:   59 17:04:41     -125.675804        0.143130
BFGS:   60 17:04:41     -125.676804        0.103359
BFGS:   61 17:04:41     -125.677742        0.061779
BFGS:   62 17:04:41     -125.678528        0.056027
BFGS:   63 17:04:41     -125.679222        0.074815
BFGS:   64 17:04:41     -125.679916        0.081673
BFGS:   65 17:04:41     -125.680550        0.071250
BFGS:   66 17:04:41     -125.680992        0.045413
      Step     Time          Energy          fmax
BFGS:    0 17:04:41     -124.909004        1.139908
BFGS:    1 17:04:42     -124.950577        0.745468
BFGS:    2 17:04:42     -125.005196        0.805740
BFGS:    3 17:04:42     -125.084732        1.155228
BFGS:    4 17:04:42     -125.114578        0.924282
BFGS:    5 17:04:42     -125.146614        0.516236
BFGS:    6 17:04:42     -125.168343        0.594411
BFGS:    7 17:04:42     -125.184875        0.545513
BFGS:    8 17:04:42     -125.204025        0.439368
BFGS:    9 17:04:42     -125.213463        0.387059
BFGS:   10 17:04:42     -125.227112        0.408526
BFGS:   11 17:04:43     -125.242279        0.521158
BFGS:   12 17:04:43     -125.257729        0.454342
BFGS:   13 17:04:43     -125.273735        0.402852
BFGS:   14 17:04:43     -125.290031        0.427807
BFGS:   15 17:04:43     -125.302246        0.591442
BFGS:   16 17:04:43     -125.320320        0.702949
BFGS:   17 17:04:43     -125.339409        0.455782
BFGS:   18 17:04:43     -125.348244        0.254667
BFGS:   19 17:04:43     -125.354294        0.213313
BFGS:   20 17:04:43     -125.360748        0.264669
BFGS:   21 17:04:43     -125.367294        0.309800
BFGS:   22 17:04:44     -125.374466        0.276670
BFGS:   23 17:04:44     -125.382187        0.318650
BFGS:   24 17:04:44     -125.388710        0.285146
BFGS:   25 17:04:44     -125.393822        0.390418
BFGS:   26 17:04:44     -125.404419        0.439612
BFGS:   27 17:04:44     -125.417419        0.556419
BFGS:   28 17:04:44     -125.430634        0.584935
BFGS:   29 17:04:44     -125.448143        0.309906
BFGS:   30 17:04:44     -125.459457        0.356636
BFGS:   31 17:04:44     -125.469170        0.427042
BFGS:   32 17:04:44     -125.482765        0.498749
BFGS:   33 17:04:44     -125.496414        0.395615
BFGS:   34 17:04:45     -125.505432        0.220662
BFGS:   35 17:04:45     -125.511086        0.189338
BFGS:   36 17:04:45     -125.515961        0.198198
BFGS:   37 17:04:45     -125.526077        0.260011
BFGS:   38 17:04:45     -125.533974        0.276876
BFGS:   39 17:04:45     -125.538849        0.189234
BFGS:   40 17:04:45     -125.542671        0.156675
BFGS:   41 17:04:45     -125.546265        0.280799
BFGS:   42 17:04:45     -125.550346        0.234829
BFGS:   43 17:04:45     -125.557205        0.217481
BFGS:   44 17:04:45     -125.563080        0.162806
BFGS:   45 17:04:45     -125.566948        0.118662
BFGS:   46 17:04:46     -125.569778        0.117781
BFGS:   47 17:04:46     -125.572342        0.207235
BFGS:   48 17:04:46     -125.575775        0.260315
BFGS:   49 17:04:46     -125.580292        0.283200
BFGS:   50 17:04:46     -125.584572        0.193510
BFGS:   51 17:04:46     -125.587646        0.116519
BFGS:   52 17:04:46     -125.589615        0.189381
BFGS:   53 17:04:46     -125.591911        0.210632
BFGS:   54 17:04:46     -125.596046        0.290490
BFGS:   55 17:04:46     -125.600822        0.214024
BFGS:   56 17:04:46     -125.604462        0.174184
BFGS:   57 17:04:46     -125.607101        0.126855
BFGS:   58 17:04:47     -125.609596        0.148136
BFGS:   59 17:04:47     -125.613510        0.259902
BFGS:   60 17:04:47     -125.618675        0.302276
BFGS:   61 17:04:47     -125.625450        0.221856
BFGS:   62 17:04:47     -125.629700        0.118185
BFGS:   63 17:04:47     -125.633896        0.176761
BFGS:   64 17:04:47     -125.637077        0.219971
BFGS:   65 17:04:47     -125.641991        0.243510
BFGS:   66 17:04:47     -125.647263        0.278212
BFGS:   67 17:04:47     -125.651932        0.161833
BFGS:   68 17:04:47     -125.656105        0.189401
BFGS:   69 17:04:47     -125.659210        0.159243
BFGS:   70 17:04:47     -125.661003        0.148163
BFGS:   71 17:04:48     -125.663124        0.076255
BFGS:   72 17:04:48     -125.666260        0.140076
BFGS:   73 17:04:48     -125.668831        0.167427
BFGS:   74 17:04:48     -125.670906        0.119410
BFGS:   75 17:04:48     -125.672073        0.078435
BFGS:   76 17:04:48     -125.673378        0.103033
BFGS:   77 17:04:48     -125.674904        0.144454
BFGS:   78 17:04:48     -125.676666        0.153748
BFGS:   79 17:04:48     -125.678101        0.173290
BFGS:   80 17:04:48     -125.679359        0.118084
BFGS:   81 17:04:48     -125.680588        0.106554
BFGS:   82 17:04:48     -125.681664        0.074149
BFGS:   83 17:04:49     -125.682388        0.063974
BFGS:   84 17:04:49     -125.683006        0.079097
BFGS:   85 17:04:49     -125.683716        0.069737
BFGS:   86 17:04:49     -125.684769        0.095757
BFGS:   87 17:04:49     -125.685493        0.061982
BFGS:   88 17:04:49     -125.685905        0.045372
      Step     Time          Energy          fmax
BFGS:    0 17:04:49     -113.087395        2.359753
BFGS:    1 17:04:50     -113.186081        1.859318
BFGS:    2 17:04:50     -113.251053        2.954541
BFGS:    3 17:04:50     -113.348343        1.094670
BFGS:    4 17:04:50     -113.388306        1.012796
BFGS:    5 17:04:50     -113.590240        2.300009
BFGS:    6 17:04:50     -113.705139        1.333009
BFGS:    7 17:04:50     -113.759674        0.468147
BFGS:    8 17:04:50     -113.779457        0.475198
BFGS:    9 17:04:50     -113.846008        1.195480
BFGS:   10 17:04:50     -113.875221        0.778649
BFGS:   11 17:04:50     -113.913506        0.731913
BFGS:   12 17:04:50     -113.949532        0.730150
BFGS:   13 17:04:51     -114.012856        1.221090
BFGS:   14 17:04:51     -114.168365        1.945353
BFGS:   15 17:04:51     -113.682968        5.891874
BFGS:   16 17:04:51     -114.286232        1.371559
BFGS:   17 17:04:51     -114.341721        0.928170
BFGS:   18 17:04:51     -114.436577        0.691795
BFGS:   19 17:04:51     -114.473434        0.624997
BFGS:   20 17:04:51     -114.556931        0.729958
BFGS:   21 17:04:51     -114.597626        0.745755
BFGS:   22 17:04:51     -114.648438        0.558965
BFGS:   23 17:04:51     -114.677002        0.347113
BFGS:   24 17:04:51     -114.693047        0.384961
BFGS:   25 17:04:51     -114.715401        0.517079
BFGS:   26 17:04:52     -114.744110        0.515380
BFGS:   27 17:04:52     -114.760666        0.333389
BFGS:   28 17:04:52     -114.774727        0.255985
BFGS:   29 17:04:52     -114.785004        0.311325
BFGS:   30 17:04:52     -114.797997        0.398161
BFGS:   31 17:04:52     -114.812561        0.391720
BFGS:   32 17:04:52     -114.826881        0.257506
BFGS:   33 17:04:52     -114.836388        0.266134
BFGS:   34 17:04:52     -114.844818        0.318166
BFGS:   35 17:04:52     -114.859207        0.397629
BFGS:   36 17:04:52     -114.874748        0.342501
BFGS:   37 17:04:53     -114.884979        0.325650
BFGS:   38 17:04:53     -114.889778        0.189286
BFGS:   39 17:04:53     -114.895409        0.209008
BFGS:   40 17:04:53     -114.902306        0.230066
BFGS:   41 17:04:53     -114.908401        0.201432
BFGS:   42 17:04:53     -114.914482        0.143823
BFGS:   43 17:04:53     -114.918396        0.160052
BFGS:   44 17:04:53     -114.921402        0.166748
BFGS:   45 17:04:53     -114.924995        0.108029
BFGS:   46 17:04:53     -114.928764        0.142634
BFGS:   47 17:04:53     -114.932838        0.239979
BFGS:   48 17:04:53     -114.937569        0.288070
BFGS:   49 17:04:54     -114.941811        0.191219
BFGS:   50 17:04:54     -114.944489        0.086438
BFGS:   51 17:04:54     -114.946571        0.121810
BFGS:   52 17:04:54     -114.949089        0.239130
BFGS:   53 17:04:54     -114.952431        0.297905
BFGS:   54 17:04:54     -114.955627        0.235179
BFGS:   55 17:04:54     -114.957565        0.096135
BFGS:   56 17:04:54     -114.958725        0.072306
BFGS:   57 17:04:54     -114.960007        0.123587
BFGS:   58 17:04:54     -114.961906        0.181315
BFGS:   59 17:04:54     -114.963997        0.154561
BFGS:   60 17:04:54     -114.965530        0.060638
BFGS:   61 17:04:55     -114.966415        0.065671
BFGS:   62 17:04:55     -114.967194        0.122423
BFGS:   63 17:04:55     -114.968506        0.171959
BFGS:   64 17:04:55     -114.970413        0.174166
BFGS:   65 17:04:55     -114.972160        0.102970
BFGS:   66 17:04:55     -114.973343        0.065558
BFGS:   67 17:04:55     -114.974373        0.083256
BFGS:   68 17:04:55     -114.975815        0.148275
BFGS:   69 17:04:55     -114.978439        0.203283
BFGS:   70 17:04:55     -114.982262        0.215268
BFGS:   71 17:04:55     -114.986343        0.152763
BFGS:   72 17:04:55     -114.990135        0.129465
BFGS:   73 17:04:56     -114.993500        0.129080
BFGS:   74 17:04:56     -114.998169        0.195729
BFGS:   75 17:04:56     -115.003464        0.350019
BFGS:   76 17:04:56     -115.010635        0.407759
BFGS:   77 17:04:56     -115.018913        0.239005
BFGS:   78 17:04:56     -115.031990        0.165575
BFGS:   79 17:04:56     -115.035187        0.234074
BFGS:   80 17:04:56     -115.039757        0.129225
BFGS:   81 17:04:56     -115.040970        0.319491
BFGS:   82 17:04:56     -115.049881        0.147453
BFGS:   83 17:04:56     -115.055122        0.204064
BFGS:   84 17:04:56     -115.061089        0.325084
BFGS:   85 17:04:57     -115.066422        0.145608
BFGS:   86 17:04:57     -115.069588        0.111819
BFGS:   87 17:04:57     -115.073418        0.090935
BFGS:   88 17:04:57     -115.075821        0.085159
BFGS:   89 17:04:57     -115.078323        0.098052
BFGS:   90 17:04:57     -115.080429        0.108196
BFGS:   91 17:04:57     -115.082176        0.087511
BFGS:   92 17:04:57     -115.083473        0.041642
      Step     Time          Energy          fmax
BFGS:    0 17:04:57     -113.012436        2.981024
BFGS:    1 17:04:58     -113.167793        2.601543
BFGS:    2 17:04:58     -113.652969        1.913235
BFGS:    3 17:04:58     -113.886421        2.409219
BFGS:    4 17:04:58     -114.168427        2.398683
BFGS:    5 17:04:58     -114.471466        1.744911
BFGS:    6 17:04:58     -114.539482        2.420352
BFGS:    7 17:04:58     -114.618614        0.676090
BFGS:    8 17:04:58     -114.661003        0.645205
BFGS:    9 17:04:58     -114.825264        0.857051
BFGS:   10 17:04:58     -114.848457        0.507354
BFGS:   11 17:04:58     -114.871208        0.428197
BFGS:   12 17:04:58     -114.884911        0.645668
BFGS:   13 17:04:59     -114.926132        0.909224
BFGS:   14 17:04:59     -114.953178        0.677455
BFGS:   15 17:04:59     -114.967003        0.259763
BFGS:   16 17:04:59     -114.973999        0.195288
BFGS:   17 17:04:59     -114.981697        0.302328
BFGS:   18 17:04:59     -114.992012        0.441012
BFGS:   19 17:04:59     -115.000458        0.326980
BFGS:   20 17:04:59     -115.004227        0.101086
BFGS:   21 17:04:59     -115.005928        0.105408
BFGS:   22 17:04:59     -115.008202        0.186743
BFGS:   23 17:04:59     -115.011734        0.261890
BFGS:   24 17:04:59     -115.014908        0.200714
BFGS:   25 17:05:00     -115.016479        0.069660
BFGS:   26 17:05:00     -115.017204        0.053966
BFGS:   27 17:05:00     -115.017906        0.103811
BFGS:   28 17:05:00     -115.019096        0.167054
BFGS:   29 17:05:00     -115.020508        0.169426
BFGS:   30 17:05:00     -115.021545        0.096870
BFGS:   31 17:05:00     -115.022079        0.044328
      Step     Time          Energy          fmax
BFGS:    0 17:05:00     -113.178696        2.847569
BFGS:    1 17:05:00     -113.340256        2.555877
BFGS:    2 17:05:01     -113.927078        2.226686
BFGS:    3 17:05:01     -113.977951        4.607835
BFGS:    4 17:05:01     -114.228340        2.029971
BFGS:    5 17:05:01     -114.390610        1.070757
BFGS:    6 17:05:01     -114.500420        0.919617
BFGS:    7 17:05:01     -114.566376        0.988265
BFGS:    8 17:05:01     -114.648193        0.831134
BFGS:    9 17:05:01     -114.728058        0.689716
BFGS:   10 17:05:01     -114.750778        0.454678
BFGS:   11 17:05:01     -114.772430        0.433088
BFGS:   12 17:05:01     -114.796127        0.491224
BFGS:   13 17:05:01     -114.820831        0.460009
BFGS:   14 17:05:02     -114.843460        0.482755
BFGS:   15 17:05:02     -114.861320        0.444186
BFGS:   16 17:05:02     -114.876671        0.443375
BFGS:   17 17:05:02     -114.890991        0.383710
BFGS:   18 17:05:02     -114.899948        0.413607
BFGS:   19 17:05:02     -114.906921        0.292971
BFGS:   20 17:05:02     -114.912720        0.242656
BFGS:   21 17:05:02     -114.917313        0.206314
BFGS:   22 17:05:02     -114.919800        0.101991
BFGS:   23 17:05:02     -114.921211        0.088133
BFGS:   24 17:05:02     -114.922928        0.232006
BFGS:   25 17:05:02     -114.925537        0.200598
BFGS:   26 17:05:02     -114.929008        0.136207
BFGS:   27 17:05:03     -114.930466        0.071532
BFGS:   28 17:05:03     -114.931419        0.087393
BFGS:   29 17:05:03     -114.932945        0.131826
BFGS:   30 17:05:03     -114.934784        0.156259
BFGS:   31 17:05:03     -114.936378        0.126296
BFGS:   32 17:05:03     -114.937340        0.084907
BFGS:   33 17:05:03     -114.937973        0.080506
BFGS:   34 17:05:03     -114.938751        0.084318
BFGS:   35 17:05:03     -114.939796        0.104569
BFGS:   36 17:05:03     -114.940735        0.078709
BFGS:   37 17:05:03     -114.941338        0.084909
BFGS:   38 17:05:03     -114.941856        0.098329
BFGS:   39 17:05:04     -114.942642        0.101794
BFGS:   40 17:05:04     -114.943527        0.107547
BFGS:   41 17:05:04     -114.944244        0.088656
BFGS:   42 17:05:04     -114.944771        0.054151
BFGS:   43 17:05:04     -114.945351        0.075988
BFGS:   44 17:05:04     -114.946220        0.096034
BFGS:   45 17:05:04     -114.947319        0.110575
BFGS:   46 17:05:04     -114.948189        0.081444
BFGS:   47 17:05:04     -114.948708        0.055293
BFGS:   48 17:05:04     -114.949234        0.072806
BFGS:   49 17:05:04     -114.950096        0.121369
BFGS:   50 17:05:04     -114.951393        0.111201
BFGS:   51 17:05:04     -114.952866        0.099568
BFGS:   52 17:05:05     -114.954086        0.080241
BFGS:   53 17:05:05     -114.955132        0.068963
BFGS:   54 17:05:05     -114.956512        0.109721
BFGS:   55 17:05:05     -114.959435        0.174872
BFGS:   56 17:05:05     -114.963585        0.206306
BFGS:   57 17:05:05     -114.967247        0.200194
BFGS:   58 17:05:05     -114.970825        0.110658
BFGS:   59 17:05:05     -114.976196        0.157855
BFGS:   60 17:05:05     -114.980469        0.209003
BFGS:   61 17:05:05     -114.989571        0.291066
BFGS:   62 17:05:05     -114.998848        0.297291
BFGS:   63 17:05:05     -115.006760        0.156727
BFGS:   64 17:05:06     -115.010780        0.213321
BFGS:   65 17:05:06     -115.016632        0.171855
BFGS:   66 17:05:06     -115.019722        0.126399
BFGS:   67 17:05:06     -115.026329        0.190421
BFGS:   68 17:05:06     -115.029251        0.213508
BFGS:   69 17:05:06     -115.035133        0.151943
BFGS:   70 17:05:06     -115.037712        0.088616
BFGS:   71 17:05:06     -115.039261        0.085729
BFGS:   72 17:05:06     -115.041191        0.115926
BFGS:   73 17:05:06     -115.044266        0.172262
BFGS:   74 17:05:06     -115.048767        0.212940
BFGS:   75 17:05:06     -115.055267        0.237767
BFGS:   76 17:05:07     -115.024323        0.564785
BFGS:   77 17:05:07     -115.060005        0.111108
BFGS:   78 17:05:07     -115.062088        0.122340
BFGS:   79 17:05:07     -115.067566        0.086084
BFGS:   80 17:05:07     -115.069939        0.089425
BFGS:   81 17:05:07     -115.075264        0.177695
BFGS:   82 17:05:07     -115.076569        0.136202
BFGS:   83 17:05:07     -115.078629        0.069681
BFGS:   84 17:05:07     -115.079628        0.088527
BFGS:   85 17:05:07     -115.080986        0.120229
BFGS:   86 17:05:07     -115.082375        0.125332
BFGS:   87 17:05:07     -115.083748        0.090267
BFGS:   88 17:05:07     -115.084557        0.054710
BFGS:   89 17:05:08     -115.085098        0.063858
BFGS:   90 17:05:08     -115.085739        0.083175
BFGS:   91 17:05:08     -115.086617        0.094369
BFGS:   92 17:05:08     -115.087395        0.062035
