      Step     Time          Energy          fmax
BFGS:   29 15:28:20     -114.932678        0.135724
BFGS:   30 15:28:20     -114.934509        0.159297
BFGS:   31 15:28:20     -114.936195        0.138669
BFGS:   32 15:28:20     -114.937263        0.076906
BFGS:   33 15:28:20     -114.937920        0.083969
BFGS:   34 15:28:20     -114.938629        0.089054
BFGS:   35 15:28:21     -114.939644        0.105157
BFGS:   36 15:28:21     -114.940643        0.087839
BFGS:   37 15:28:21     -114.941299        0.081470
BFGS:   38 15:28:21     -114.941795        0.099911
BFGS:   39 15:28:21     -114.942535        0.111103
BFGS:   40 15:28:21     -114.943420        0.109398
BFGS:   41 15:28:21     -114.944183        0.096134
BFGS:   42 15:28:21     -114.944725        0.060098
BFGS:   43 15:28:21     -114.945282        0.077504
BFGS:   44 15:28:21     -114.946091        0.103219
BFGS:   45 15:28:21     -114.947174        0.113514
BFGS:   46 15:28:21     -114.948120        0.091989
BFGS:   47 15:28:22     -114.948685        0.055118
BFGS:   48 15:28:22     -114.949188        0.078594
BFGS:   49 15:28:22     -114.949989        0.120355
BFGS:   50 15:28:22     -114.951248        0.138597
BFGS:   51 15:28:22     -114.952744        0.113450
BFGS:   52 15:28:22     -114.954025        0.065298
BFGS:   53 15:28:22     -114.955093        0.075506
BFGS:   54 15:28:22     -114.956390        0.102109
BFGS:   55 15:28:22     -114.958923        0.174666
BFGS:   56 15:28:22     -114.963165        0.198693
BFGS:   57 15:28:22     -114.967018        0.227873
BFGS:   58 15:28:22     -114.969711        0.271326
BFGS:   59 15:28:22     -114.974861        0.139572
BFGS:   60 15:28:23     -114.978661        0.264515
BFGS:   61 15:28:23     -114.986107        0.293557
BFGS:   62 15:28:23     -114.996719        0.300200
BFGS:   63 15:28:23     -115.005379        0.212250
BFGS:   64 15:28:23     -115.012108        0.120024
BFGS:   65 15:28:23     -115.014000        0.262479
BFGS:   66 15:28:23     -115.018951        0.156550
BFGS:   67 15:28:23     -115.022011        0.116147
BFGS:   68 15:28:23     -115.030418        0.201243
BFGS:   69 15:28:23     -115.033226        0.182157
BFGS:   70 15:28:23     -115.036949        0.100029
BFGS:   71 15:28:23     -115.038887        0.087865
BFGS:   72 15:28:24     -115.040604        0.097395
BFGS:   73 15:28:24     -115.042953        0.144432
BFGS:   74 15:28:24     -115.046997        0.159464
BFGS:   75 15:28:24     -115.052414        0.163544
BFGS:   76 15:28:24     -115.040405        0.385673
BFGS:   77 15:28:24     -115.057610        0.105613
BFGS:   78 15:28:24     -115.060204        0.113124
BFGS:   79 15:28:24     -115.027145        0.621420
BFGS:   80 15:28:24     -115.064713        0.112731
BFGS:   81 15:28:24     -115.067291        0.103420
BFGS:   82 15:28:24     -115.070190        0.152957
BFGS:   83 15:28:24     -115.073509        0.056510
BFGS:   84 15:28:24     -115.075005        0.053192
BFGS:   85 15:28:25     -115.078781        0.058814
BFGS:   86 15:28:25     -115.079414        0.059196
BFGS:   87 15:28:25     -115.082031        0.067515
BFGS:   88 15:28:25     -115.083107        0.077660
BFGS:   89 15:28:25     -115.084152        0.077165
BFGS:   90 15:28:25     -115.084824        0.048702
      Step     Time          Energy          fmax
BFGS:    0 15:28:25     -118.918289        1.143554
BFGS:    1 15:28:26     -118.954941        0.762011
BFGS:    2 15:28:26     -118.996742        0.543177
BFGS:    3 15:28:26     -119.023270        0.484874
BFGS:    4 15:28:26     -119.036255        0.360199
BFGS:    5 15:28:26     -119.048286        0.345666
BFGS:    6 15:28:26     -119.058060        0.335076
BFGS:    7 15:28:26     -119.062958        0.225664
BFGS:    8 15:28:26     -119.065369        0.144562
BFGS:    9 15:28:26     -119.066986        0.188881
BFGS:   10 15:28:26     -119.068398        0.197317
BFGS:   11 15:28:26     -119.069443        0.107771
BFGS:   12 15:28:27     -119.069832        0.045311
      Step     Time          Energy          fmax
BFGS:    0 15:28:27     -118.438179        1.101437
BFGS:    1 15:28:27     -118.479652        0.565993
BFGS:    2 15:28:27     -118.575012        1.196905
BFGS:    3 15:28:27     -118.676926        1.748564
BFGS:    4 15:28:27     -118.741028        1.219664
BFGS:    5 15:28:27     -118.770203        0.464752
BFGS:    6 15:28:27     -118.796036        0.571738
BFGS:    7 15:28:27     -118.827209        1.076494
BFGS:    8 15:28:27     -118.877533        1.350942
BFGS:    9 15:28:28     -118.916542        1.001100
BFGS:   10 15:28:28     -118.943390        0.326134
BFGS:   11 15:28:28     -118.958946        0.477338
BFGS:   12 15:28:28     -118.981407        0.711846
BFGS:   13 15:28:28     -119.018387        0.951738
BFGS:   14 15:28:28     -119.046165        0.643288
BFGS:   15 15:28:28     -119.060425        0.309132
BFGS:   16 15:28:28     -119.073868        0.408506
BFGS:   17 15:28:28     -119.090614        0.785478
BFGS:   18 15:28:28     -119.116859        1.081863
BFGS:   19 15:28:28     -119.146194        0.968614
BFGS:   20 15:28:28     -119.169609        0.418831
BFGS:   21 15:28:29     -119.181923        0.316590
BFGS:   22 15:28:29     -119.190506        0.368164
BFGS:   23 15:28:29     -119.206673        0.582008
BFGS:   24 15:28:29     -119.219910        0.376613
BFGS:   25 15:28:29     -119.228996        0.214782
BFGS:   26 15:28:29     -119.233704        0.122591
BFGS:   27 15:28:29     -119.238068        0.216812
BFGS:   28 15:28:29     -119.243279        0.281999
BFGS:   29 15:28:29     -119.250168        0.257295
BFGS:   30 15:28:29     -119.254997        0.224327
BFGS:   31 15:28:29     -119.257729        0.119391
BFGS:   32 15:28:29     -119.259499        0.105714
BFGS:   33 15:28:30     -119.261642        0.166016
BFGS:   34 15:28:30     -119.264305        0.204574
BFGS:   35 15:28:30     -119.266548        0.160367
BFGS:   36 15:28:30     -119.267639        0.069914
BFGS:   37 15:28:30     -119.268196        0.065982
BFGS:   38 15:28:30     -119.268845        0.102490
BFGS:   39 15:28:30     -119.269852        0.168188
BFGS:   40 15:28:30     -119.271126        0.181716
BFGS:   41 15:28:30     -119.272202        0.111494
BFGS:   42 15:28:30     -119.272858        0.044361
      Step     Time          Energy          fmax
BFGS:    0 15:28:31     -118.746490        1.065857
BFGS:    1 15:28:31     -118.805603        0.994859
BFGS:    2 15:28:31     -118.993675        1.871082
BFGS:    3 15:28:31     -119.089928        1.734241
BFGS:    4 15:28:31     -119.129105        0.653602
BFGS:    5 15:28:31     -119.148712        0.370051
BFGS:    6 15:28:31     -119.164436        0.578042
BFGS:    7 15:28:31     -119.195023        0.799516
BFGS:    8 15:28:31     -119.213219        0.537114
BFGS:    9 15:28:31     -119.224182        0.277086
BFGS:   10 15:28:32     -119.229424        0.226940
BFGS:   11 15:28:32     -119.236610        0.450114
BFGS:   12 15:28:32     -119.248138        0.566237
BFGS:   13 15:28:32     -119.259399        0.414641
BFGS:   14 15:28:32     -119.264984        0.163821
BFGS:   15 15:28:32     -119.268227        0.124813
BFGS:   16 15:28:32     -119.270958        0.206927
BFGS:   17 15:28:32     -119.274597        0.248675
BFGS:   18 15:28:32     -119.278221        0.195909
BFGS:   19 15:28:32     -119.280365        0.090170
BFGS:   20 15:28:32     -119.281273        0.066834
BFGS:   21 15:28:32     -119.282021        0.102607
BFGS:   22 15:28:33     -119.283180        0.120777
BFGS:   23 15:28:33     -119.284256        0.088772
BFGS:   24 15:28:33     -119.284821        0.058261
BFGS:   25 15:28:33     -119.285065        0.037128
      Step     Time          Energy          fmax
BFGS:    0 15:40:44     -124.484459        2.133509
BFGS:    1 15:40:44     -124.579681        1.347218
BFGS:    2 15:40:44     -124.628922        0.844194
BFGS:    3 15:40:44     -124.716713        0.934062
BFGS:    4 15:40:44     -124.745224        0.793451
BFGS:    5 15:40:44     -124.768799        0.419501
BFGS:    6 15:40:44     -124.785767        0.570581
BFGS:    7 15:40:44     -124.803551        0.520972
BFGS:    8 15:40:45     -124.819504        0.482715
BFGS:    9 15:40:45     -124.831741        0.305583
BFGS:   10 15:40:45     -124.838699        0.227756
BFGS:   11 15:40:45     -124.844147        0.244570
BFGS:   12 15:40:45     -124.852417        0.366498
BFGS:   13 15:40:45     -124.864792        0.515790
BFGS:   14 15:40:45     -124.877579        0.402861
BFGS:   15 15:40:45     -124.885025        0.439717
BFGS:   16 15:40:45     -124.887604        0.508134
BFGS:   17 15:40:45     -124.892471        0.153035
BFGS:   18 15:40:45     -124.895432        0.214292
BFGS:   19 15:40:45     -124.899948        0.222141
BFGS:   20 15:40:45     -124.902405        0.188997
BFGS:   21 15:40:45     -124.903915        0.121441
BFGS:   22 15:40:46     -124.904655        0.132879
BFGS:   23 15:40:46     -124.905937        0.132647
BFGS:   24 15:40:46     -124.908569        0.187037
BFGS:   25 15:40:46     -124.912766        0.178024
BFGS:   26 15:40:46     -124.916023        0.193577
BFGS:   27 15:40:46     -124.918549        0.164982
BFGS:   28 15:40:46     -124.921555        0.151113
BFGS:   29 15:40:46     -124.925537        0.205804
BFGS:   30 15:40:46     -124.930038        0.250402
BFGS:   31 15:40:46     -124.933273        0.200845
BFGS:   32 15:40:46     -124.935051        0.086716
BFGS:   33 15:40:46     -124.936195        0.076961
BFGS:   34 15:40:46     -124.937599        0.205650
BFGS:   35 15:40:46     -124.939690        0.154815
BFGS:   36 15:40:47     -124.942543        0.141375
BFGS:   37 15:40:47     -124.944305        0.088141
BFGS:   38 15:40:47     -124.945168        0.067512
BFGS:   39 15:40:47     -124.946487        0.099011
BFGS:   40 15:40:47     -124.948608        0.158423
BFGS:   41 15:40:47     -124.951340        0.186246
BFGS:   42 15:40:47     -124.953514        0.149149
BFGS:   43 15:40:47     -124.955215        0.098237
BFGS:   44 15:40:47     -124.957329        0.113330
BFGS:   45 15:40:47     -124.960670        0.183625
BFGS:   46 15:40:47     -124.965134        0.275542
BFGS:   47 15:40:47     -124.966904        0.523237
BFGS:   48 15:40:47     -124.971817        0.159093
BFGS:   49 15:40:48     -124.974220        0.094908
BFGS:   50 15:40:48     -124.976700        0.130703
BFGS:   51 15:40:48     -124.980133        0.203531
BFGS:   52 15:40:48     -124.984695        0.231332
BFGS:   53 15:40:48     -124.989494        0.218561
BFGS:   54 15:40:48     -124.993279        0.116641
BFGS:   55 15:40:48     -124.995010        0.108927
BFGS:   56 15:40:48     -124.996109        0.141823
BFGS:   57 15:40:48     -124.997902        0.120576
BFGS:   58 15:40:48     -124.999786        0.142197
BFGS:   59 15:40:48     -125.001373        0.136980
BFGS:   60 15:40:48     -125.002441        0.099024
BFGS:   61 15:40:48     -125.003090        0.056279
BFGS:   62 15:40:48     -125.003876        0.075133
BFGS:   63 15:40:49     -125.005234        0.154325
BFGS:   64 15:40:49     -125.007286        0.212385
BFGS:   65 15:40:49     -125.009552        0.191296
BFGS:   66 15:40:49     -125.011215        0.092719
BFGS:   67 15:40:49     -125.012238        0.070159
BFGS:   68 15:40:49     -125.013245        0.154994
BFGS:   69 15:40:49     -125.014755        0.213241
BFGS:   70 15:40:49     -125.016449        0.186655
BFGS:   71 15:40:49     -125.017586        0.089158
BFGS:   72 15:40:49     -125.018181        0.050287
BFGS:   73 15:40:49     -125.018669        0.078703
BFGS:   74 15:40:49     -125.019356        0.115268
BFGS:   75 15:40:49     -125.020203        0.110477
BFGS:   76 15:40:49     -125.020813        0.058632
BFGS:   77 15:40:50     -125.021088        0.024947
      Step     Time          Energy          fmax
BFGS:    0 15:40:50     -123.893326        2.347380
BFGS:    1 15:40:50     -123.997925        1.461193
BFGS:    2 15:40:50     -124.058937        0.954791
BFGS:    3 15:40:50     -124.201927        1.349747
BFGS:    4 15:40:50     -124.275452        1.480302
BFGS:    5 15:40:50     -124.436012        1.405863
BFGS:    6 15:40:50     -124.508324        0.792948
BFGS:    7 15:40:50     -124.562164        0.838705
BFGS:    8 15:40:50     -124.598686        0.992641
BFGS:    9 15:40:51     -124.707275        1.223592
BFGS:   10 15:40:51     -124.833054        1.743899
BFGS:   11 15:40:51     -124.901459        1.144625
BFGS:   12 15:40:51     -124.955627        0.570175
BFGS:   13 15:40:51     -124.991432        0.800256
BFGS:   14 15:40:51     -125.038750        1.461930
BFGS:   15 15:40:51     -125.121964        1.199048
BFGS:   16 15:40:51     -125.182938        0.806912
BFGS:   17 15:40:51     -125.216240        0.504456
BFGS:   18 15:40:51     -125.231209        0.444631
BFGS:   19 15:40:51     -125.269569        0.591093
BFGS:   20 15:40:51     -125.287468        0.687138
BFGS:   21 15:40:51     -125.302292        0.477846
BFGS:   22 15:40:52     -125.310478        0.235267
BFGS:   23 15:40:52     -125.318649        0.322306
BFGS:   24 15:40:52     -125.329369        0.504583
BFGS:   25 15:40:52     -125.343269        0.544910
BFGS:   26 15:40:52     -125.353745        0.358178
BFGS:   27 15:40:52     -125.361366        0.215096
BFGS:   28 15:40:52     -125.367485        0.309767
BFGS:   29 15:40:52     -125.375488        0.463767
BFGS:   30 15:40:52     -125.385086        0.472787
BFGS:   31 15:40:52     -125.392097        0.243411
BFGS:   32 15:40:53     -125.395317        0.244106
BFGS:   33 15:40:53     -125.397141        0.181166
BFGS:   34 15:40:53     -125.399567        0.240153
BFGS:   35 15:40:53     -125.402138        0.137415
BFGS:   36 15:40:53     -125.404114        0.177546
BFGS:   37 15:40:53     -125.405518        0.164827
BFGS:   38 15:40:53     -125.407379        0.178746
BFGS:   39 15:40:53     -125.409088        0.150660
BFGS:   40 15:40:53     -125.410233        0.054506
BFGS:   41 15:40:53     -125.410820        0.082495
BFGS:   42 15:40:53     -125.411713        0.135730
BFGS:   43 15:40:54     -125.412971        0.154906
BFGS:   44 15:40:54     -125.414085        0.103666
BFGS:   45 15:40:54     -125.414680        0.047400
      Step     Time          Energy          fmax
BFGS:    0 15:40:54     -124.181534        2.393864
BFGS:    1 15:40:54     -124.291420        1.584640
BFGS:    2 15:40:54     -124.362999        0.958657
BFGS:    3 15:40:54     -124.542984        1.409515
BFGS:    4 15:40:55     -124.593155        1.174748
BFGS:    5 15:40:55     -124.652527        0.501975
BFGS:    6 15:40:55     -124.671776        0.459822
BFGS:    7 15:40:55     -124.692337        0.526020
BFGS:    8 15:40:55     -124.716560        0.664027
BFGS:    9 15:40:55     -124.749382        0.680859
BFGS:   10 15:40:55     -124.772758        0.438616
BFGS:   11 15:40:55     -124.794960        0.440024
BFGS:   12 15:40:55     -124.822731        0.625657
BFGS:   13 15:40:55     -124.869423        1.474764
BFGS:   14 15:40:56     -124.919205        1.901093
BFGS:   15 15:40:56     -124.969315        1.226953
BFGS:   16 15:40:56     -124.902199        2.404232
BFGS:   17 15:40:56     -125.035027        1.082967
BFGS:   18 15:40:56     -125.056725        0.652367
BFGS:   19 15:40:56     -125.074532        0.301399
BFGS:   20 15:40:56     -125.100548        0.410682
BFGS:   21 15:40:56     -125.114876        0.458805
BFGS:   22 15:40:56     -125.129913        0.393020
BFGS:   23 15:40:56     -125.138809        0.274936
BFGS:   24 15:40:57     -125.148193        0.275070
BFGS:   25 15:40:57     -125.155647        0.293999
BFGS:   26 15:40:57     -125.161842        0.232875
BFGS:   27 15:40:57     -125.166580        0.246306
BFGS:   28 15:40:57     -125.170975        0.212963
BFGS:   29 15:40:57     -125.175766        0.260761
BFGS:   30 15:40:57     -125.180832        0.254269
BFGS:   31 15:40:57     -125.184921        0.189836
BFGS:   32 15:40:57     -125.187958        0.126510
BFGS:   33 15:40:57     -125.190811        0.215535
BFGS:   34 15:40:57     -125.194214        0.326082
BFGS:   35 15:40:58     -125.198280        0.283277
BFGS:   36 15:40:58     -125.201340        0.213644
BFGS:   37 15:40:58     -125.203087        0.118562
BFGS:   38 15:40:58     -125.204300        0.147916
BFGS:   39 15:40:58     -125.205948        0.197254
BFGS:   40 15:40:58     -125.208107        0.173911
BFGS:   41 15:40:58     -125.209747        0.128404
BFGS:   42 15:40:58     -125.210640        0.066570
BFGS:   43 15:40:59     -125.211349        0.070620
BFGS:   44 15:40:59     -125.212189        0.114335
BFGS:   45 15:40:59     -125.213432        0.138594
BFGS:   46 15:40:59     -125.214455        0.115731
BFGS:   47 15:40:59     -125.214989        0.050871
BFGS:   48 15:40:59     -125.215279        0.038358
      Step     Time          Energy          fmax
BFGS:    0 15:41:00     -123.427307        5.805496
BFGS:    1 15:41:00     -124.085304        2.330535
BFGS:    2 15:41:00     -124.200905        2.548781
BFGS:    3 15:41:00     -124.399567        0.981894
BFGS:    4 15:41:00     -124.453117        1.024655
BFGS:    5 15:41:00     -124.485016        0.808920
BFGS:    6 15:41:01     -124.547928        1.046894
BFGS:    7 15:41:01     -124.565712        0.452248
BFGS:    8 15:41:01     -124.584793        0.308462
BFGS:    9 15:41:01     -124.591141        0.219289
BFGS:   10 15:41:01     -124.594543        0.223762
BFGS:   11 15:41:01     -124.601387        0.315311
BFGS:   12 15:41:01     -124.609909        0.438165
BFGS:   13 15:41:01     -124.620850        0.524818
BFGS:   14 15:41:01     -124.633667        0.453093
BFGS:   15 15:41:02     -124.650742        0.347717
BFGS:   16 15:41:02     -124.669754        0.558416
BFGS:   17 15:41:02     -124.706192        0.979584
BFGS:   18 15:41:02     -124.734756        0.645495
BFGS:   19 15:41:02     -124.593445        2.871297
BFGS:   20 15:41:02     -124.758385        1.719450
BFGS:   21 15:41:02     -124.770897        0.712209
BFGS:   22 15:41:02     -124.790123        0.278726
BFGS:   23 15:41:02     -124.800316        0.316628
BFGS:   24 15:41:03     -124.806229        0.177337
BFGS:   25 15:41:03     -124.812408        0.243511
BFGS:   26 15:41:03     -124.817101        0.390054
BFGS:   27 15:41:03     -124.823303        0.459424
BFGS:   28 15:41:03     -124.830040        0.379880
BFGS:   29 15:41:03     -124.837769        0.276409
BFGS:   30 15:41:03     -124.845200        0.323478
BFGS:   31 15:41:03     -124.852364        0.331441
BFGS:   32 15:41:03     -124.858269        0.357721
BFGS:   33 15:41:04     -124.865715        0.432782
BFGS:   34 15:41:04     -124.879501        0.582592
BFGS:   35 15:41:04     -124.899223        0.749384
BFGS:   36 15:41:04     -124.917374        0.615097
BFGS:   37 15:41:04     -124.933441        0.397438
BFGS:   38 15:41:04     -124.946968        0.415044
BFGS:   39 15:41:04     -124.964355        0.656242
BFGS:   40 15:41:04     -124.980789        0.596323
BFGS:   41 15:41:04     -124.995682        0.546400
BFGS:   42 15:41:05     -125.008133        0.433691
BFGS:   43 15:41:05     -125.019272        0.202627
BFGS:   44 15:41:05     -125.026970        0.305648
BFGS:   45 15:41:05     -125.040215        0.469914
BFGS:   46 15:41:05     -125.053391        0.435069
BFGS:   47 15:41:05     -125.067223        0.548689
BFGS:   48 15:41:05     -125.078438        0.204461
BFGS:   49 15:41:05     -125.086861        0.373598
BFGS:   50 15:41:05     -125.093216        0.291981
BFGS:   51 15:41:06     -125.104904        0.348486
BFGS:   52 15:41:06     -125.116096        0.292151
BFGS:   53 15:41:06     -125.125061        0.367171
BFGS:   54 15:41:06     -125.133148        0.299510
BFGS:   55 15:41:06     -125.141258        0.140845
BFGS:   56 15:41:06     -125.148018        0.228739
BFGS:   57 15:41:06     -125.155205        0.349138
BFGS:   58 15:41:06     -125.163994        0.353951
BFGS:   59 15:41:06     -125.172607        0.399090
BFGS:   60 15:41:07     -125.178574        0.216459
BFGS:   61 15:41:07     -125.182854        0.159570
BFGS:   62 15:41:07     -125.187515        0.142605
BFGS:   63 15:41:07     -125.191505        0.155700
BFGS:   64 15:41:07     -125.196457        0.135885
BFGS:   65 15:41:07     -125.199455        0.107479
BFGS:   66 15:41:07     -125.201180        0.066319
BFGS:   67 15:41:07     -125.202087        0.049361
      Step     Time          Energy          fmax
BFGS:    0 15:41:08     -123.067825        5.468677
BFGS:    1 15:41:08     -123.639984        1.379671
BFGS:    2 15:41:08     -123.694229        2.028874
BFGS:    3 15:41:08     -123.789703        1.658430
BFGS:    4 15:41:08     -124.001564        1.600092
BFGS:    5 15:41:08     -124.045609        1.163498
BFGS:    6 15:41:08     -124.140457        1.297158
BFGS:    7 15:41:08     -124.271042        1.806787
BFGS:    8 15:41:09     -124.316917        0.718467
BFGS:    9 15:41:09     -124.341942        0.576872
BFGS:   10 15:41:09     -124.389778        1.573193
BFGS:   11 15:41:09     -124.436852        2.062941
BFGS:   12 15:41:09     -124.537666        2.924254
BFGS:   13 15:41:09     -124.622574        2.036510
BFGS:   14 15:41:09     -124.735291        0.886870
BFGS:   15 15:41:09     -124.769119        0.660905
BFGS:   16 15:41:09     -124.864395        0.894679
BFGS:   17 15:41:10     -124.898842        2.566732
BFGS:   18 15:41:10     -125.001305        1.281165
BFGS:   19 15:41:10     -125.064339        0.760978
BFGS:   20 15:41:10     -125.123550        0.928400
BFGS:   21 15:41:10     -125.158249        0.939865
BFGS:   22 15:41:10     -125.192223        0.679776
BFGS:   23 15:41:10     -125.269142        0.825279
BFGS:   24 15:41:10     -125.295486        0.349335
BFGS:   25 15:41:10     -125.322784        0.470977
BFGS:   26 15:41:11     -125.343185        0.437860
BFGS:   27 15:41:11     -125.360260        0.355309
BFGS:   28 15:41:11     -125.386726        0.364344
BFGS:   29 15:41:11     -125.399750        0.232776
BFGS:   30 15:41:11     -125.404625        0.324114
BFGS:   31 15:41:11     -125.409668        0.194932
BFGS:   32 15:41:11     -125.419876        0.247737
BFGS:   33 15:41:11     -125.426178        0.228049
BFGS:   34 15:41:11     -125.430199        0.151455
BFGS:   35 15:41:12     -125.432014        0.108502
BFGS:   36 15:41:12     -125.434433        0.123784
BFGS:   37 15:41:12     -125.437012        0.127655
BFGS:   38 15:41:12     -125.438873        0.100586
BFGS:   39 15:41:12     -125.440094        0.098717
BFGS:   40 15:41:12     -125.441109        0.070063
BFGS:   41 15:41:12     -125.442024        0.060703
BFGS:   42 15:41:12     -125.443062        0.078036
BFGS:   43 15:41:12     -125.444084        0.079565
BFGS:   44 15:41:12     -125.444862        0.073723
BFGS:   45 15:41:13     -125.445480        0.048295
      Step     Time          Energy          fmax
BFGS:    0 15:41:13     -123.169785        5.941938
BFGS:    1 15:41:13     -123.851730        1.936282
BFGS:    2 15:41:13     -123.945786        2.055529
BFGS:    3 15:41:13     -124.203903        0.896829
BFGS:    4 15:41:13     -124.254303        1.105076
BFGS:    5 15:41:14     -124.285912        0.988778
BFGS:    6 15:41:14     -124.374825        0.828644
BFGS:    7 15:41:14     -124.386017        0.375143
BFGS:    8 15:41:14     -124.392281        0.282490
BFGS:    9 15:41:14     -124.401711        0.391904
BFGS:   10 15:41:14     -124.408020        0.458253
BFGS:   11 15:41:14     -124.417580        0.419360
BFGS:   12 15:41:14     -124.428802        0.419699
BFGS:   13 15:41:14     -124.451195        0.878831
BFGS:   14 15:41:14     -124.489319        1.353464
BFGS:   15 15:41:15     -124.547096        1.689801
BFGS:   16 15:41:15     -124.725548        1.595026
BFGS:   17 15:41:15     -124.480003        4.434797
BFGS:   18 15:41:15     -124.851463        1.024817
BFGS:   19 15:41:15     -124.889275        0.646725
BFGS:   20 15:41:15     -124.959312        0.591831
BFGS:   21 15:41:15     -125.061310        1.777067
BFGS:   22 15:41:15     -125.138657        0.612699
BFGS:   23 15:41:15     -125.162567        0.445007
BFGS:   24 15:41:15     -125.204124        0.912280
BFGS:   25 15:41:16     -125.226036        0.693662
BFGS:   26 15:41:16     -125.255394        0.459500
BFGS:   27 15:41:16     -125.266632        0.404585
BFGS:   28 15:41:16     -125.292389        0.357286
BFGS:   29 15:41:16     -125.302383        0.243697
BFGS:   30 15:41:16     -125.308388        0.395327
BFGS:   31 15:41:16     -125.313560        0.331885
BFGS:   32 15:41:16     -125.320404        0.278142
BFGS:   33 15:41:16     -125.329216        0.146549
BFGS:   34 15:41:17     -125.332375        0.180380
BFGS:   35 15:41:17     -125.337311        0.247433
BFGS:   36 15:41:17     -125.342796        0.246196
BFGS:   37 15:41:17     -125.349030        0.161612
BFGS:   38 15:41:17     -125.353561        0.128257
BFGS:   39 15:41:17     -125.356270        0.124102
BFGS:   40 15:41:17     -125.358734        0.176712
BFGS:   41 15:41:17     -125.362175        0.182063
BFGS:   42 15:41:17     -125.365250        0.139434
BFGS:   43 15:41:17     -125.367119        0.092395
BFGS:   44 15:41:17     -125.368271        0.064957
BFGS:   45 15:41:18     -125.369385        0.100552
BFGS:   46 15:41:18     -125.371033        0.158611
BFGS:   47 15:41:18     -125.373192        0.178294
BFGS:   48 15:41:18     -125.375122        0.127743
BFGS:   49 15:41:18     -125.376305        0.068221
BFGS:   50 15:41:18     -125.377159        0.080512
BFGS:   51 15:41:18     -125.378304        0.147104
BFGS:   52 15:41:18     -125.380005        0.198532
BFGS:   53 15:41:18     -125.382050        0.190882
BFGS:   54 15:41:18     -125.383827        0.107539
BFGS:   55 15:41:19     -125.384979        0.065586
BFGS:   56 15:41:19     -125.385872        0.098627
BFGS:   57 15:41:19     -125.387230        0.154620
BFGS:   58 15:41:19     -125.389420        0.182805
BFGS:   59 15:41:19     -125.392319        0.143606
BFGS:   60 15:41:19     -125.394814        0.087649
BFGS:   61 15:41:19     -125.396561        0.108633
BFGS:   62 15:41:19     -125.398880        0.143883
BFGS:   63 15:41:19     -125.402367        0.189778
BFGS:   64 15:41:19     -125.407265        0.188563
BFGS:   65 15:41:19     -125.411430        0.138790
BFGS:   66 15:41:20     -125.413582        0.077201
BFGS:   67 15:41:20     -125.414932        0.100612
BFGS:   68 15:41:20     -125.416733        0.179164
BFGS:   69 15:41:20     -125.419113        0.135802
BFGS:   70 15:41:20     -125.423508        0.141352
BFGS:   71 15:41:20     -125.425056        0.121686
BFGS:   72 15:41:20     -125.426849        0.092936
BFGS:   73 15:41:20     -125.428436        0.089300
BFGS:   74 15:41:20     -125.430954        0.093187
BFGS:   75 15:41:20     -125.433678        0.114385
BFGS:   76 15:41:21     -125.436623        0.099141
BFGS:   77 15:41:21     -125.438423        0.060770
BFGS:   78 15:41:21     -125.439423        0.060139
BFGS:   79 15:41:21     -125.440323        0.088087
BFGS:   80 15:41:21     -125.441711        0.105087
BFGS:   81 15:41:21     -125.443497        0.112647
BFGS:   82 15:41:21     -125.445023        0.063738
BFGS:   83 15:41:21     -125.445435        0.039752
      Step     Time          Energy          fmax
BFGS:    0 15:41:22     -127.258286        1.763171
BFGS:    1 15:41:22     -127.340195        1.618874
BFGS:    2 15:41:22     -127.535065        1.723138
BFGS:    3 15:41:22     -127.622765        1.384259
BFGS:    4 15:41:22     -127.768051        0.901265
BFGS:    5 15:41:23     -127.787537        0.418312
BFGS:    6 15:41:23     -127.803589        0.374702
BFGS:    7 15:41:23     -127.816902        0.362025
BFGS:    8 15:41:23     -127.828827        0.378726
BFGS:    9 15:41:23     -127.843781        0.362421
BFGS:   10 15:41:23     -127.854462        0.336715
BFGS:   11 15:41:23     -127.860481        0.261147
BFGS:   12 15:41:23     -127.865761        0.281432
BFGS:   13 15:41:23     -127.872566        0.319443
BFGS:   14 15:41:23     -127.881500        0.336505
BFGS:   15 15:41:24     -127.890587        0.320400
BFGS:   16 15:41:24     -127.896996        0.219142
BFGS:   17 15:41:24     -127.902222        0.179508
BFGS:   18 15:41:24     -127.907967        0.176596
BFGS:   19 15:41:24     -127.911560        0.189632
BFGS:   20 15:41:24     -127.913361        0.339619
BFGS:   21 15:41:24     -127.915665        0.141298
BFGS:   22 15:41:24     -127.917923        0.177242
BFGS:   23 15:41:24     -127.920174        0.205350
BFGS:   24 15:41:24     -127.921982        0.164514
BFGS:   25 15:41:25     -127.923355        0.107967
BFGS:   26 15:41:25     -127.924408        0.108472
BFGS:   27 15:41:25     -127.925751        0.134165
BFGS:   28 15:41:25     -127.927414        0.188641
BFGS:   29 15:41:25     -127.929123        0.174230
BFGS:   30 15:41:25     -127.930977        0.195030
BFGS:   31 15:41:25     -127.933121        0.118880
BFGS:   32 15:41:25     -127.935730        0.153770
BFGS:   33 15:41:25     -127.938759        0.214907
BFGS:   34 15:41:25     -127.942955        0.317059
BFGS:   35 15:41:26     -127.948418        0.340137
BFGS:   36 15:41:26     -127.956345        0.285558
BFGS:   37 15:41:26     -127.960953        0.179997
